LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,394.13
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,324.59
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,377.99
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,320.2
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,316.76
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,302.03
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,344.42
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,336.87
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,395.6
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,357.65
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,366.01
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
LIGHT_BuildingA_Floor3_Room305,lux,0
